id,age,tenure_months,monthly_charges,contract_type,payment_method,support_calls,churn
3082,26,57,91.64,Month-to-month,Electronic check,0,0
3083,45,54,88.43,One year,Electronic check,1,0
3084,34,72,18.0,Two year,Mailed check,0,0
3085,35,28,66.68,One year,Bank transfer,3,0
3086,52,22,93.32,Month-to-month,Mailed check,1,0
3087,25,1,73.85,One year,Bank transfer,2,0
3088,29,6,74.56,One year,Electronic check,0,1
3089,44,8,62.08,Month-to-month,Mailed check,0,0
3090,55,18,46.23,One year,Credit card,0,0
3091,59,41,75.72,One year,Credit card,0,0
3092,32,14,73.4,One year,Bank transfer,2,1
3093,55,6,86.28,Month-to-month,Electronic check,3,1
3094,31,11,89.06,Month-to-month,Mailed check,1,0
3095,67,0,72.15,Two year,Credit card,3,0
3096,26,7,98.42,One year,Credit card,2,0
3097,60,1,60.78,Month-to-month,Bank transfer,0,1
3098,32,17,36.45,Two year,Mailed check,1,0
3099,70,62,91.23,Month-to-month,Electronic check,1,0
3100,50,13,75.11,Month-to-month,Electronic check,2,0
3101,27,33,87.37,One year,Electronic check,1,0
3102,34,27,42.44,One year,Mailed check,0,0
3103,52,23,118.22,Two year,Electronic check,2,1
3104,56,43,94.21,One year,Mailed check,0,0
3105,41,20,65.8,Month-to-month,Bank transfer,1,0
3106,42,23,50.06,Month-to-month,Bank transfer,3,0
3107,52,9,98.28,Month-to-month,Bank transfer,2,0
3108,43,32,47.26,Two year,Electronic check,1,0
3109,23,5,127.28,Month-to-month,Mailed check,6,0
3110,30,30,59.17,Month-to-month,Credit card,2,0
3111,45,72,123.81,Month-to-month,Mailed check,0,0
3112,59,7,66.44,Month-to-month,Credit card,2,1
3113,64,32,114.32,Month-to-month,Mailed check,1,0
3114,52,33,56.58,One year,Bank transfer,1,0
3115,46,1,70.62,Month-to-month,Mailed check,0,0
3116,52,26,94.02,Two year,Bank transfer,1,0
3117,32,17,89.1,Two year,Credit card,1,0
3118,39,15,99.77,Month-to-month,Mailed check,1,1
3119,30,50,65.31,Two year,Bank transfer,1,0
3120,24,9,73.47,Month-to-month,Credit card,1,1
3121,46,72,112.01,Month-to-month,Credit card,0,0
3122,44,17,54.92,Month-to-month,Electronic check,1,0
3123,51,1,84.46,Two year,Electronic check,2,1
3124,49,2,64.82,One year,Credit card,1,0
3125,45,41,81.3,Month-to-month,Bank transfer,1,0
3126,49,34,77.21,One year,Credit card,2,0
3127,41,28,54.49,One year,Electronic check,1,0
3128,47,2,63.78,One year,Credit card,1,0
3129,31,24,77.22,Month-to-month,Credit card,0,0
3130,47,72,78.23,Two year,Credit card,0,0
3131,51,34,114.42,One year,Bank transfer,6,0
3132,32,6,96.15,Month-to-month,Electronic check,1,1
3133,42,35,82.5,Two year,Bank transfer,0,0
3134,33,1,51.07,Month-to-month,Bank transfer,2,1
3135,34,8,50.6,One year,Electronic check,1,0
3136,26,57,127.9,One year,Electronic check,4,1
3137,59,37,50.3,Month-to-month,Credit card,2,0
3138,56,36,78.25,Month-to-month,Electronic check,0,0
3139,49,25,82.77,One year,Mailed check,1,0
3140,69,48,69.42,Two year,Bank transfer,1,0
3141,39,8,46.14,Two year,Credit card,0,0
3142,84,66,60.28,One year,Bank transfer,1,0
3143,38,37,61.89,Month-to-month,Electronic check,0,0
3144,45,2,52.56,Month-to-month,Electronic check,1,0
3145,36,40,109.19,One year,Electronic check,0,0
3146,47,20,72.77,Month-to-month,Electronic check,1,0
3147,53,19,59.75,One year,Credit card,0,0
3148,40,40,78.67,Month-to-month,Mailed check,3,0
3149,66,10,88.2,Month-to-month,Electronic check,0,0
3150,45,1,61.53,One year,Credit card,2,0
3151,45,72,103.35,One year,Electronic check,0,1
3152,29,72,49.02,One year,Electronic check,1,0
3153,47,35,104.53,Month-to-month,Mailed check,1,0
3154,40,37,75.33,Two year,Electronic check,0,0
3155,33,38,74.5,Month-to-month,Electronic check,1,0
3156,31,72,63.47,One year,Credit card,2,0
3157,79,2,39.6,One year,Credit card,3,0
3158,38,1,28.48,Month-to-month,Bank transfer,2,0
3159,21,7,51.98,One year,Bank transfer,1,0
3160,32,21,87.84,One year,Electronic check,1,0
3161,41,34,51.07,Month-to-month,Credit card,2,0
3162,49,17,33.84,One year,Mailed check,2,0
3163,49,26,51.17,Month-to-month,Electronic check,1,0
3164,51,14,62.48,Two year,Electronic check,0,0
3165,32,15,63.61,Month-to-month,Mailed check,0,0
3166,46,11,68.43,Month-to-month,Electronic check,2,1
3167,29,22,99.12,One year,Electronic check,1,0
3168,33,3,101.68,Month-to-month,Electronic check,1,0
3169,29,2,120.44,Two year,Mailed check,1,0
3170,25,16,31.78,Month-to-month,Electronic check,0,1
3171,56,10,50.1,Month-to-month,Bank transfer,1,0
3172,51,10,88.96,Month-to-month,Electronic check,1,0
3173,55,55,66.9,Month-to-month,Bank transfer,1,0
3174,42,72,102.32,Month-to-month,Electronic check,0,0
3175,52,23,78.63,Month-to-month,Mailed check,1,0
3176,18,4,110.08,Month-to-month,Bank transfer,2,0
3177,54,36,101.47,Month-to-month,Bank transfer,0,0
3178,44,19,99.38,Month-to-month,Electronic check,1,1
3179,50,34,64.8,Month-to-month,Mailed check,2,0
3180,47,24,71.16,Month-to-month,Credit card,0,0
3181,28,2,62.67,Month-to-month,Electronic check,1,0
3182,21,25,36.1,Month-to-month,Mailed check,0,0
3183,32,24,110.39,Month-to-month,Mailed check,0,0
3184,49,72,99.43,Month-to-month,Credit card,1,0
3185,51,57,69.92,Month-to-month,Mailed check,0,0
3186,22,72,113.41,Two year,Credit card,0,0
3187,28,68,64.44,Month-to-month,Bank transfer,1,0
3188,31,2,24.35,Month-to-month,Bank transfer,2,0
3189,36,1,95.33,One year,Electronic check,1,0
3190,22,50,45.54,Month-to-month,Bank transfer,3,0
3191,22,36,70.51,Month-to-month,Electronic check,1,0
3192,30,2,75.45,One year,Mailed check,2,0
3193,43,3,80.09,One year,Electronic check,1,0
3194,25,30,95.71,Two year,Bank transfer,0,0
3195,40,14,86.62,Two year,Bank transfer,1,0
3196,56,32,88.55,One year,Credit card,2,0
3197,23,10,51.73,One year,Electronic check,2,0
3198,39,6,78.26,Month-to-month,Credit card,2,0
3199,56,72,43.16,Two year,Credit card,3,0
3200,36,9,110.4,One year,Credit card,1,1
3201,33,57,43.49,Month-to-month,Bank transfer,2,0
3202,58,9,62.69,Month-to-month,Electronic check,3,1
3203,37,0,37.03,One year,Credit card,3,0
3204,57,0,51.75,Month-to-month,Bank transfer,2,0
3205,48,16,72.74,Two year,Bank transfer,2,0
3206,37,28,60.98,Month-to-month,Electronic check,2,1
3207,48,2,98.91,Two year,Electronic check,3,0
3208,46,11,77.32,Month-to-month,Electronic check,1,0
3209,56,13,60.38,One year,Mailed check,2,0
3210,34,13,68.61,Month-to-month,Mailed check,0,0
3211,42,37,106.04,Month-to-month,Credit card,0,0
3212,41,11,94.37,Month-to-month,Electronic check,3,1
3213,51,21,44.68,Month-to-month,Electronic check,1,0
3214,27,19,55.83,Month-to-month,Electronic check,2,1
3215,56,11,83.52,Two year,Electronic check,0,0
3216,48,3,79.28,Month-to-month,Mailed check,0,0
3217,23,8,44.94,One year,Bank transfer,1,0
3218,58,0,88.73,One year,Credit card,2,0
3219,73,13,49.68,Month-to-month,Electronic check,2,0
3220,56,27,106.65,Two year,Electronic check,0,0
3221,61,23,86.69,One year,Bank transfer,2,0
3222,43,50,49.2,One year,Electronic check,3,0
3223,18,19,59.62,Two year,Bank transfer,1,0
3224,18,6,57.24,One year,Bank transfer,2,0
3225,45,6,74.9,Two year,Credit card,1,0
3226,33,31,69.55,Month-to-month,Electronic check,1,0
3227,29,2,41.66,Month-to-month,Credit card,3,0
3228,41,2,35.44,One year,Credit card,2,0
3229,50,72,94.53,Month-to-month,Electronic check,0,0
3230,21,16,79.56,One year,Mailed check,1,0
3231,35,15,74.89,Month-to-month,Mailed check,1,1
3232,63,24,80.37,Month-to-month,Electronic check,2,0
3233,26,55,62.78,Two year,Credit card,1,0
3234,54,43,81.05,Month-to-month,Electronic check,3,0
3235,35,16,135.86,Month-to-month,Electronic check,2,1
3236,49,31,104.01,One year,Electronic check,1,0
3237,57,16,65.19,One year,Bank transfer,3,0
3238,52,54,65.02,Two year,Credit card,1,0
3239,54,26,18.0,Month-to-month,Bank transfer,1,1
3240,25,22,100.02,Two year,Bank transfer,1,0
3241,57,23,93.12,One year,Electronic check,0,1
3242,30,3,56.85,Two year,Bank transfer,5,0
3243,45,55,42.46,Month-to-month,Mailed check,2,0
3244,45,72,51.92,Month-to-month,Mailed check,5,0
3245,48,4,81.71,Month-to-month,Bank transfer,0,1
3246,46,1,67.92,One year,Credit card,3,0
3247,30,13,89.24,Month-to-month,Bank transfer,1,0
3248,23,11,73.81,Month-to-month,Bank transfer,0,0
3249,54,22,97.47,One year,Mailed check,0,0
3250,44,5,79.99,Month-to-month,Electronic check,1,0
3251,58,9,92.07,Month-to-month,Mailed check,5,1
3252,41,16,20.16,Month-to-month,Bank transfer,0,0
3253,22,2,39.44,Two year,Bank transfer,1,0
3254,55,4,61.49,One year,Bank transfer,0,0
3255,36,33,101.94,One year,Electronic check,0,1
3256,46,2,117.31,Two year,Electronic check,1,0
3257,32,72,76.69,One year,Electronic check,2,1
3258,65,26,58.61,Month-to-month,Bank transfer,0,1
3259,29,47,28.18,One year,Credit card,1,0
3260,37,4,92.19,Two year,Mailed check,2,0
3261,43,9,57.6,Month-to-month,Bank transfer,2,1
3262,26,40,149.96,One year,Bank transfer,0,0
3263,46,14,53.61,Month-to-month,Electronic check,1,0
3264,64,72,133.43,Two year,Electronic check,1,0
3265,35,31,93.36,One year,Electronic check,0,0
3266,47,72,55.09,Two year,Credit card,2,0
3267,18,6,76.7,One year,Electronic check,3,1
3268,41,65,99.03,Month-to-month,Mailed check,1,0
3269,37,3,64.82,Month-to-month,Mailed check,1,1
3270,30,43,97.4,Two year,Bank transfer,0,0
3271,57,20,93.4,Month-to-month,Electronic check,2,1
3272,37,0,84.91,Month-to-month,Credit card,0,0
3273,39,0,69.59,One year,Electronic check,0,0
3274,36,30,45.13,Month-to-month,Credit card,1,0
3275,18,5,68.83,Month-to-month,Bank transfer,1,0
3276,26,4,75.0,Month-to-month,Mailed check,2,1
3277,55,68,33.3,Month-to-month,Bank transfer,3,0
3278,18,3,74.68,One year,Bank transfer,3,1
3279,31,13,69.53,Month-to-month,Electronic check,2,1
3280,36,8,38.78,Month-to-month,Bank transfer,2,0
3281,66,39,67.52,Two year,Bank transfer,2,0
3282,52,49,69.55,Month-to-month,Bank transfer,1,0
3283,34,13,120.2,One year,Bank transfer,2,0
3284,60,32,80.3,Month-to-month,Bank transfer,0,0
3285,31,4,96.5,Month-to-month,Mailed check,2,1
3286,56,57,75.6,One year,Electronic check,0,0
3287,22,1,23.3,One year,Electronic check,2,0
3288,57,43,93.26,Two year,Bank transfer,4,0
3289,36,18,56.25,Month-to-month,Electronic check,2,0
3290,27,20,64.61,Month-to-month,Electronic check,2,0
3291,38,37,49.23,Month-to-month,Credit card,2,1
3292,45,6,72.72,Month-to-month,Electronic check,1,0
3293,35,24,100.23,Month-to-month,Electronic check,0,0
3294,49,17,95.87,Two year,Credit card,1,0
3295,33,22,112.95,One year,Bank transfer,1,0
3296,50,12,115.0,Month-to-month,Bank transfer,2,1
3297,48,2,19.15,Month-to-month,Mailed check,0,0
3298,41,52,47.96,Month-to-month,Bank transfer,0,0
3299,35,20,27.8,Month-to-month,Credit card,0,0
3300,44,11,87.45,One year,Electronic check,2,0
3301,49,30,57.17,Two year,Electronic check,2,0
3302,70,5,58.52,Month-to-month,Electronic check,2,1
3303,55,70,75.09,Month-to-month,Credit card,0,0
3304,55,2,79.86,Month-to-month,Electronic check,1,1
3305,85,19,35.72,Month-to-month,Mailed check,0,0
3306,49,72,49.33,Two year,Mailed check,1,0
3307,48,72,80.83,One year,Credit card,2,0
3308,51,6,100.87,Two year,Electronic check,1,0
3309,27,1,69.52,Two year,Mailed check,1,1
3310,35,13,52.16,Month-to-month,Credit card,0,0
3311,34,4,18.0,One year,Electronic check,0,0
3312,51,14,95.92,One year,Bank transfer,1,0
3313,39,5,52.35,Month-to-month,Electronic check,0,0
3314,43,0,41.31,Month-to-month,Electronic check,2,0
3315,57,7,28.17,One year,Electronic check,0,0
3316,54,72,44.82,Two year,Electronic check,0,0
3317,39,3,46.42,Month-to-month,Electronic check,3,1
3318,32,7,65.08,Two year,Credit card,1,0
3319,57,12,41.58,Two year,Mailed check,2,0
3320,52,30,79.14,Two year,Mailed check,2,0
3321,19,44,70.44,Month-to-month,Bank transfer,2,0
3322,37,20,128.55,Month-to-month,Credit card,1,1
3323,44,72,38.19,One year,Electronic check,1,0
3324,52,5,74.79,Month-to-month,Electronic check,3,0
3325,54,48,81.55,Month-to-month,Electronic check,0,0
3326,45,14,46.34,One year,Credit card,0,0
3327,50,32,77.18,Month-to-month,Credit card,0,0
3328,42,3,89.69,Month-to-month,Mailed check,1,1
3329,32,19,75.26,Two year,Electronic check,1,0
3330,38,25,108.36,Month-to-month,Mailed check,3,0
3331,42,36,20.96,Two year,Bank transfer,1,0
3332,41,72,59.74,Month-to-month,Electronic check,1,0
3333,18,63,116.33,Month-to-month,Electronic check,0,0
3334,36,15,95.05,Month-to-month,Electronic check,1,0
3335,42,9,84.86,Month-to-month,Bank transfer,1,1
3336,38,11,102.48,Month-to-month,Credit card,1,1
3337,38,72,32.89,Two year,Electronic check,0,0
3338,48,5,90.64,Two year,Credit card,4,0
3339,26,72,107.41,Month-to-month,Mailed check,0,0
3340,19,32,58.33,Month-to-month,Bank transfer,3,1
3341,37,10,137.23,One year,Credit card,0,0
3342,52,52,82.71,Month-to-month,Bank transfer,3,0
3343,65,9,18.0,Month-to-month,Electronic check,3,1
3344,52,31,84.18,Month-to-month,Electronic check,3,0
3345,21,13,53.95,Month-to-month,Credit card,0,0
3346,38,17,101.67,Month-to-month,Bank transfer,0,1
3347,45,33,88.65,Month-to-month,Electronic check,0,0
3348,44,25,58.8,One year,Bank transfer,4,0
3349,49,0,107.56,Month-to-month,Electronic check,2,1
3350,29,11,95.14,Month-to-month,Electronic check,1,1
3351,42,16,51.7,Month-to-month,Credit card,0,0
3352,47,4,66.8,Month-to-month,Mailed check,2,0
3353,53,25,86.67,Two year,Electronic check,0,0
3354,30,13,62.84,One year,Mailed check,1,0
3355,37,31,66.29,Two year,Credit card,3,0
3356,18,0,70.92,Month-to-month,Electronic check,0,1
3357,33,70,53.86,Month-to-month,Electronic check,1,0
3358,34,7,18.0,Month-to-month,Mailed check,2,1
3359,27,12,77.78,Month-to-month,Electronic check,1,0
3360,44,13,22.23,One year,Electronic check,2,0
3361,41,7,46.22,Month-to-month,Electronic check,2,1
3362,18,13,27.66,Month-to-month,Electronic check,3,0
3363,45,14,30.89,Month-to-month,Bank transfer,1,0
3364,29,0,80.66,Month-to-month,Electronic check,4,0
3365,48,10,65.94,Month-to-month,Mailed check,1,0
3366,24,0,63.54,One year,Bank transfer,1,0
3367,42,28,41.3,Two year,Electronic check,1,0
3368,38,25,57.35,Month-to-month,Electronic check,2,1
3369,46,21,82.56,Month-to-month,Credit card,0,1
3370,43,16,71.1,Month-to-month,Bank transfer,1,1
3371,38,18,93.27,Month-to-month,Bank transfer,2,0
3372,20,54,102.23,One year,Mailed check,1,0
3373,21,5,64.44,Month-to-month,Credit card,3,1
3374,33,21,26.84,Two year,Electronic check,0,0
3375,41,72,61.88,Two year,Electronic check,1,0
3376,33,14,69.66,Month-to-month,Credit card,0,0
3377,50,5,51.34,Two year,Electronic check,3,0
3378,38,10,45.13,One year,Bank transfer,2,0
3379,28,12,73.54,Two year,Electronic check,2,0
3380,38,13,132.71,Month-to-month,Electronic check,2,1
3381,45,3,58.25,Two year,Bank transfer,0,0
3382,46,17,72.48,Month-to-month,Mailed check,1,0
3383,68,26,41.1,Month-to-month,Bank transfer,0,0
3384,32,2,101.39,Two year,Electronic check,1,0
3385,40,4,92.47,Month-to-month,Electronic check,2,0
3386,47,10,91.64,Month-to-month,Bank transfer,1,0
3387,41,25,107.74,Month-to-month,Electronic check,0,0
3388,34,5,60.07,Month-to-month,Bank transfer,1,1
3389,20,10,63.94,Month-to-month,Mailed check,3,1
3390,34,39,118.6,Month-to-month,Electronic check,1,0
3391,26,66,95.72,Month-to-month,Electronic check,1,1
3392,18,8,18.0,Two year,Credit card,2,0
3393,30,5,82.12,Month-to-month,Mailed check,3,1
3394,27,9,56.81,Two year,Electronic check,1,0
3395,50,24,96.05,One year,Credit card,0,0
3396,50,2,80.5,One year,Electronic check,5,1
3397,29,0,26.49,One year,Credit card,3,0
3398,38,72,87.52,Two year,Electronic check,1,0
3399,18,1,75.42,Month-to-month,Mailed check,2,0
3400,35,22,82.39,One year,Mailed check,3,0
3401,47,45,91.14,Two year,Electronic check,1,0
3402,53,11,109.05,One year,Bank transfer,1,0
3403,32,0,80.35,Month-to-month,Electronic check,1,0
3404,56,27,74.62,One year,Mailed check,0,0
3405,20,3,99.15,One year,Credit card,2,1
3406,24,4,126.67,Month-to-month,Bank transfer,5,1
3407,51,17,95.43,One year,Mailed check,1,0
3408,65,17,77.71,Two year,Electronic check,1,0
3409,48,72,91.61,Month-to-month,Electronic check,1,0
3410,41,1,76.55,Month-to-month,Credit card,4,0
3411,18,12,72.26,Month-to-month,Bank transfer,1,0
3412,18,66,134.03,One year,Bank transfer,1,0
3413,43,2,51.57,Month-to-month,Mailed check,3,0
3414,36,39,104.72,One year,Mailed check,1,0
3415,26,3,67.3,Month-to-month,Electronic check,0,0
3416,42,14,35.09,Two year,Electronic check,0,0
3417,43,25,69.04,One year,Mailed check,2,0
3418,55,6,57.23,Two year,Electronic check,2,0
3419,43,5,85.19,Month-to-month,Electronic check,2,0
3420,59,17,74.83,Month-to-month,Mailed check,5,0
3421,42,8,45.65,One year,Mailed check,2,0
3422,40,41,112.93,Month-to-month,Mailed check,1,0
3423,56,26,101.15,Month-to-month,Credit card,3,0
3424,28,0,109.65,Month-to-month,Bank transfer,2,1
3425,81,6,76.82,Month-to-month,Electronic check,5,1
3426,47,10,70.61,One year,Bank transfer,0,0
3427,47,5,88.34,Month-to-month,Mailed check,3,1
3428,49,43,62.01,Month-to-month,Mailed check,1,0
3429,68,70,83.75,Month-to-month,Credit card,1,0
3430,53,2,65.91,Month-to-month,Electronic check,2,1
3431,19,9,34.82,Month-to-month,Bank transfer,2,0
3432,61,2,73.49,Two year,Electronic check,2,1
3433,37,4,59.58,Two year,Electronic check,2,0
3434,43,48,71.14,Two year,Mailed check,1,0
3435,24,6,79.99,Month-to-month,Electronic check,2,0
3436,49,27,105.86,Month-to-month,Electronic check,1,0
3437,32,11,50.43,Month-to-month,Mailed check,0,0
3438,43,54,69.69,One year,Electronic check,0,0
3439,38,2,51.17,One year,Mailed check,2,0
3440,68,8,50.45,One year,Electronic check,0,0
3441,69,15,57.39,Month-to-month,Mailed check,1,0
3442,42,8,66.29,One year,Mailed check,1,0
3443,42,23,88.1,Two year,Mailed check,4,0
3444,36,6,78.91,Month-to-month,Bank transfer,4,1
3445,57,34,48.68,Two year,Credit card,1,0
3446,37,6,103.25,One year,Electronic check,3,0
3447,36,72,104.41,Month-to-month,Mailed check,2,0
3448,55,32,52.27,Two year,Credit card,0,0
3449,34,25,104.35,Two year,Bank transfer,0,0
3450,41,8,79.37,One year,Credit card,1,0
3451,19,1,66.24,Month-to-month,Bank transfer,1,0
3452,51,12,80.75,Month-to-month,Bank transfer,0,0
3453,69,7,70.41,One year,Electronic check,2,0
3454,52,0,83.63,Month-to-month,Electronic check,3,0
3455,62,23,78.13,Month-to-month,Bank transfer,1,1
3456,30,38,67.26,Month-to-month,Mailed check,0,0
3457,45,9,20.7,Month-to-month,Bank transfer,2,0
3458,28,1,83.33,One year,Credit card,2,0
3459,38,0,60.66,Month-to-month,Electronic check,2,1
3460,52,72,100.25,Month-to-month,Mailed check,1,1
3461,43,60,91.04,Month-to-month,Credit card,1,0
3462,22,3,61.76,Month-to-month,Credit card,2,1
3463,23,29,99.92,Month-to-month,Credit card,0,0
3464,22,7,76.17,Month-to-month,Bank transfer,2,1
3465,48,0,74.09,Month-to-month,Credit card,1,0
3466,70,16,68.95,Month-to-month,Mailed check,0,0
3467,61,8,113.29,One year,Electronic check,0,0
3468,18,5,52.92,Month-to-month,Electronic check,2,0
3469,61,10,63.43,One year,Mailed check,0,0
3470,55,5,39.82,Month-to-month,Credit card,0,0
3471,20,5,88.92,One year,Mailed check,3,0
3472,37,5,56.2,One year,Bank transfer,4,0
3473,57,2,58.55,Month-to-month,Mailed check,1,1
3474,49,0,57.08,One year,Bank transfer,0,0
3475,23,12,73.37,One year,Electronic check,1,0
3476,50,25,42.48,Month-to-month,Mailed check,3,1
3477,18,0,18.0,One year,Electronic check,1,1
3478,38,25,85.19,One year,Mailed check,1,0
3479,57,14,19.26,Month-to-month,Mailed check,0,0
3480,42,0,91.35,Two year,Bank transfer,1,0
3481,35,2,109.26,Month-to-month,Mailed check,0,1
